continent,common_name,species_name
North America,Rhinoceros Auklet,Cerorhinca monocerata
North America,Atlantic Puffin,Fratercula arctica
North America,Horned Puffin,Fratercula corniculata
North America,Tufted Puffin,Fratercula cirrhata
North America,Swallow-tailed Gull,Creagrus furcatus
North America,Black-legged Kittiwake,Rissa tridactyla
North America,Red-legged Kittiwake,Rissa brevirostris
North America,Ivory Gull,Pagophila eburnea
North America,Sabine's Gull,Xema sabini
North America,Slender-billed Gull,Chroicocephalus genei
North America,Bonaparte's Gull,Chroicocephalus philadelphia
North America,Gray-hooded Gull,Chroicocephalus cirrocephalus
North America,Black-headed Gull,Chroicocephalus ridibundus
North America,Little Gull,Hydrocoloeus minutus
North America,Ross's Gull,Rhodostethia rosea
North America,Gray Gull,Leucophaeus modestus
North America,Laughing Gull,Leucophaeus atricilla
North America,Franklin's Gull,Leucophaeus pipixcan
North America,Pallas's Gull,Ichthyaetus ichthyaetus
North America,Belcher's Gull,Larus belcheri
North America,Black-tailed Gull,Larus crassirostris
North America,Heermann's Gull,Larus heermanni
North America,Common Gull,Larus canus
North America,Short-billed Gull,Larus brachyrhynchus
North America,Ring-billed Gull,Larus delawarensis
North America,Western Gull,Larus occidentalis
North America,Yellow-footed Gull,Larus livens
North America,California Gull,Larus californicus
North America,Herring Gull,Larus argentatus
North America,Yellow-legged Gull,Larus michahellis
North America,Iceland Gull,Larus glaucoides
North America,Lesser Black-backed Gull,Larus fuscus
North America,Slaty-backed Gull,Larus schistisagus
North America,Glaucous-winged Gull,Larus glaucescens
North America,Glaucous Gull,Larus hyperboreus
North America,Great Black-backed Gull,Larus marinus
North America,Kelp Gull,Larus dominicanus
North America,Brown Noddy,Anous stolidus
North America,Black Noddy,Anous minutus
North America,Blue-gray Noddy,Anous ceruleus
North America,White Tern,Gygis alba
North America,Sooty Tern,Onychoprion fuscatus
North America,Gray-backed Tern,Onychoprion lunatus
North America,Bridled Tern,Onychoprion anaethetus
North America,Aleutian Tern,Onychoprion aleuticus
North America,Little Tern,Sternula albifrons
North America,Least Tern,Sternula antillarum
North America,Yellow-billed Tern,Sternula superciliaris
North America,Large-billed Tern,Phaetusa simplex
North America,Gull-billed Tern,Gelochelidon nilotica
North America,Caspian Tern,Hydroprogne caspia
North America,Inca Tern,Larosterna inca
North America,Black Tern,Chlidonias niger
North America,White-winged Tern,Chlidonias leucopterus
North America,Whiskered Tern,Chlidonias hybrida
North America,Roseate Tern,Sterna dougallii
North America,Common Tern,Sterna hirundo
North America,Arctic Tern,Sterna paradisaea
North America,Forster's Tern,Sterna forsteri
North America,Royal Tern,Thalasseus maximus
North America,Great Crested Tern,Thalasseus bergii
North America,Sandwich Tern,Thalasseus sandvicensis
North America,Elegant Tern,Thalasseus elegans
North America,Black Skimmer,Rynchops niger
North America,Sunbittern,Eurypyga helias
North America,White-tailed Tropicbird,Phaethon lepturus
North America,Red-billed Tropicbird,Phaethon aethereus
North America,Red-tailed Tropicbird,Phaethon rubricauda
North America,Red-throated Loon,Gavia stellata
North America,Arctic Loon,Gavia arctica
North America,Pacific Loon,Gavia pacifica
North America,Common Loon,Gavia immer
North America,Yellow-billed Loon,Gavia adamsii
North America,Galapagos Penguin,Spheniscus mendiculus
North America,Magellanic Penguin,Spheniscus magellanicus
North America,Yellow-nosed Albatross,Thalassarche chlororhynchos
North America,Gray-headed Albatross,Thalassarche chrysostoma
North America,White-capped Albatross,Thalassarche cauta
North America,Salvin's Albatross,Thalassarche salvini
North America,Chatham Albatross,Thalassarche eremita
North America,Black-browed Albatross,Thalassarche melanophris
North America,Light-mantled Albatross,Phoebetria palpebrata
North America,Wandering Albatross,Diomedea exulans
North America,Waved Albatross,Phoebastria irrorata
North America,Laysan Albatross,Phoebastria immutabilis
North America,Black-footed Albatross,Phoebastria nigripes
North America,Short-tailed Albatross,Phoebastria albatrus
North America,Wilson's Storm-Petrel,Oceanites oceanicus
North America,Elliot's Storm-Petrel,Oceanites gracilis
North America,White-faced Storm-Petrel,Pelagodroma marina
North America,Black-bellied Storm-Petrel,Fregetta tropica
North America,European Storm-Petrel,Hydrobates pelagicus
North America,Fork-tailed Storm-Petrel,Hydrobates furcatus
North America,Ringed Storm-Petrel,Hydrobates hornbyi
North America,Leach's Storm-Petrel,Hydrobates leucorhous
North America,Townsend's Storm-Petrel,Hydrobates socorroensis
North America,Ainley's Storm-Petrel,Hydrobates cheimomnestes
North America,Swinhoe's Storm-Petrel,Hydrobates monorhis
North America,Ashy Storm-Petrel,Hydrobates homochroa
North America,Band-rumped Storm-Petrel,Hydrobates castro
North America,Wedge-rumped Storm-Petrel,Hydrobates tethys
North America,Black Storm-Petrel,Hydrobates melania
North America,Guadalupe Storm-Petrel,Hydrobates macrodactyla
North America,Markham's Storm-Petrel,Hydrobates markhami
North America,Tristram's Storm-Petrel,Hydrobates tristrami
North America,Least Storm-Petrel,Hydrobates microsoma
North America,Southern Giant-Petrel,Macronectes giganteus
North America,Northern Giant-Petrel,Macronectes halli
North America,Northern Fulmar,Fulmarus glacialis
North America,Southern Fulmar,Fulmarus glacialoides
North America,Gray-faced Petrel,Pterodroma gouldi
North America,Kermadec Petrel,Pterodroma neglecta
North America,Trindade Petrel,Pterodroma arminjoniana
North America,Herald Petrel,Pterodroma heraldica
North America,Murphy's Petrel,Pterodroma ultima
North America,Providence Petrel,Pterodroma solandri
North America,Zino's Petrel,Pterodroma madeira
North America,Fea's Petrel,Pterodroma feae
North America,Mottled Petrel,Pterodroma inexpectata
North America,Bermuda Petrel,Pterodroma cahow
North America,Black-capped Petrel,Pterodroma hasitata
North America,Juan Fernandez Petrel,Pterodroma externa
North America,Galapagos Petrel,Pterodroma phaeopygia
North America,Hawaiian Petrel,Pterodroma sandwichensis
North America,White-necked Petrel,Pterodroma cervicalis
North America,Bonin Petrel,Pterodroma hypoleuca
North America,Black-winged Petrel,Pterodroma nigripennis
North America,Cook's Petrel,Pterodroma cookii
North America,Stejneger's Petrel,Pterodroma longirostris
North America,Bulwer's Petrel,Bulweria bulwerii
North America,Jouanin's Petrel,Bulweria fallax
North America,Tahiti Petrel,Pseudobulweria rostrata
North America,Spectacled Petrel,Procellaria conspicillata
North America,Parkinson's Petrel,Procellaria parkinsoni
North America,Streaked Shearwater,Calonectris leucomelas
North America,Cory's Shearwater,Calonectris diomedea
North America,Cape Verde Shearwater,Calonectris edwardsii
North America,Pink-footed Shearwater,Ardenna creatopus
North America,Flesh-footed Shearwater,Ardenna carneipes
North America,Great Shearwater,Ardenna gravis
North America,Wedge-tailed Shearwater,Ardenna pacifica
North America,Buller's Shearwater,Ardenna bulleri
North America,Sooty Shearwater,Ardenna grisea
North America,Short-tailed Shearwater,Ardenna tenuirostris
North America,Christmas Shearwater,Puffinus nativitatis
North America,Galapagos Shearwater,Puffinus subalaris
North America,Manx Shearwater,Puffinus puffinus
North America,Townsend's Shearwater,Puffinus auricularis
North America,Newell's Shearwater,Puffinus newelli
North America,Bryan's Shearwater,Puffinus bryani
North America,Black-vented Shearwater,Puffinus opisthomelas
North America,Barolo Shearwater,Puffinus baroli
North America,Audubon's Shearwater,Puffinus lherminieri
North America,Maguari Stork,Ciconia maguari
North America,Jabiru,Jabiru mycteria
North America,Wood Stork,Mycteria americana
North America,Lesser Frigatebird,Fregata ariel
North America,Magnificent Frigatebird,Fregata magnificens
North America,Great Frigatebird,Fregata minor
North America,Masked Booby,Sula dactylatra
North America,Nazca Booby,Sula granti
North America,Blue-footed Booby,Sula nebouxii
North America,Peruvian Booby,Sula variegata
North America,Brown Booby,Sula leucogaster
North America,Red-footed Booby,Sula sula
North America,Northern Gannet,Morus bassanus
North America,Anhinga,Anhinga anhinga
North America,Brandt's Cormorant,Urile penicillatus
North America,Red-faced Cormorant,Urile urile
North America,Pelagic Cormorant,Urile pelagicus
North America,Great Cormorant,Phalacrocorax carbo
North America,Double-crested Cormorant,Nannopterum auritum
North America,Neotropic Cormorant,Nannopterum brasilianum
North America,Guanay Cormorant,Leucocarbo bougainvillii
North America,American White Pelican,Pelecanus erythrorhynchos
North America,Brown Pelican,Pelecanus occidentalis
North America,Peruvian Pelican,Pelecanus thagus
North America,Great White Pelican,Pelecanus onocrotalus
North America,Pinnated Bittern,Botaurus pinnatus
North America,American Bittern,Botaurus lentiginosus
North America,Yellow Bittern,Ixobrychus sinensis
North America,Little Bittern,Ixobrychus minutus
North America,Least Bittern,Ixobrychus exilis
North America,Rufescent Tiger-Heron,Tigrisoma lineatum
North America,Fasciated Tiger-Heron,Tigrisoma fasciatum
North America,Bare-throated Tiger-Heron,Tigrisoma mexicanum
North America,Great Blue Heron,Ardea herodias
North America,Gray Heron,Ardea cinerea
North America,Cocoi Heron,Ardea cocoi
North America,Purple Heron,Ardea purpurea
North America,Great Egret,Ardea alba
North America,Intermediate Egret,Ardea intermedia
North America,Chinese Egret,Egretta eulophotes
North America,Little Egret,Egretta garzetta
North America,Western Reef-Heron,Egretta gularis
North America,Snowy Egret,Egretta thula
North America,Little Blue Heron,Egretta caerulea
North America,Tricolored Heron,Egretta tricolor
North America,Reddish Egret,Egretta rufescens
North America,Cattle Egret,Bubulcus ibis
North America,Squacco Heron,Ardeola ralloides
North America,Chinese Pond-Heron,Ardeola bacchus
North America,Green Heron,Butorides virescens
North America,Striated Heron,Butorides striata
North America,Agami Heron,Agamia agami
North America,Whistling Heron,Syrigma sibilatrix
North America,Capped Heron,Pilherodius pileatus
North America,Black-crowned Night-Heron,Nycticorax nycticorax
North America,Yellow-crowned Night-Heron,Nyctanassa violacea
North America,Bermuda Night-Heron,Nyctanassa carcinocatactes
North America,Boat-billed Heron,Cochlearius cochlearius
North America,White Ibis,Eudocimus albus
North America,Scarlet Ibis,Eudocimus ruber
North America,Glossy Ibis,Plegadis falcinellus
North America,White-faced Ibis,Plegadis chihi
North America,Green Ibis,Mesembrinibis cayennensis
North America,Bare-faced Ibis,Phimosus infuscatus
North America,Buff-necked Ibis,Theristicus caudatus
North America,African Sacred Ibis,Threskiornis aethiopicus
North America,Roseate Spoonbill,Platalea ajaja
North America,California Condor,Gymnogyps californianus
North America,King Vulture,Sarcoramphus papa
North America,Black Vulture,Coragyps atratus
North America,Turkey Vulture,Cathartes aura
North America,Lesser Yellow-headed Vulture,Cathartes burrovianus
North America,Osprey,Pandion haliaetus
North America,Pearl Kite,Gampsonyx swainsonii
North America,White-tailed Kite,Elanus leucurus
North America,Hook-billed Kite,Chondrohierax uncinatus
North America,Gray-headed Kite,Leptodon cayanensis
North America,Swallow-tailed Kite,Elanoides forficatus
North America,Crested Eagle,Morphnus guianensis
North America,Harpy Eagle,Harpia harpyja
North America,Black Hawk-Eagle,Spizaetus tyrannus
North America,Ornate Hawk-Eagle,Spizaetus ornatus
North America,Black-and-white Hawk-Eagle,Spizaetus melanoleucus
North America,Booted Eagle,Hieraaetus pennatus
North America,Golden Eagle,Aquila chrysaetos
North America,Black-collared Hawk,Busarellus nigricollis
North America,Snail Kite,Rostrhamus sociabilis
North America,Slender-billed Kite,Helicolestes hamatus
North America,Double-toothed Kite,Harpagus bidentatus
North America,Mississippi Kite,Ictinia mississippiensis
North America,Plumbeous Kite,Ictinia plumbea
North America,Eurasian Marsh-Harrier,Circus aeruginosus
North America,Long-winged Harrier,Circus buffoni
North America,Hen Harrier,Circus cyaneus
North America,Northern Harrier,Circus hudsonius
North America,Gray-bellied Hawk,Accipiter poliogaster
North America,Chinese Sparrowhawk,Accipiter soloensis
North America,Tiny Hawk,Accipiter superciliosus
North America,Eurasian Sparrowhawk,Accipiter nisus
North America,Sharp-shinned Hawk,Accipiter striatus
North America,Cooper's Hawk,Accipiter cooperii
North America,Gundlach's Hawk,Accipiter gundlachi
North America,Bicolored Hawk,Accipiter bicolor
North America,Northern Goshawk,Accipiter gentilis
North America,Black Kite,Milvus migrans
North America,Bald Eagle,Haliaeetus leucocephalus
North America,White-tailed Eagle,Haliaeetus albicilla
North America,Steller's Sea-Eagle,Haliaeetus pelagicus
North America,Crane Hawk,Geranospiza caerulescens
North America,Plumbeous Hawk,Cryptoleucopteryx plumbea
North America,Common Black Hawk,Buteogallus anthracinus
North America,Cuban Black Hawk,Buteogallus gundlachii
North America,Savanna Hawk,Buteogallus meridionalis
North America,Great Black Hawk,Buteogallus urubitinga
North America,Solitary Eagle,Buteogallus solitarius
North America,Barred Hawk,Morphnarchus princeps
North America,Roadside Hawk,Rupornis magnirostris
North America,Harris's Hawk,Parabuteo unicinctus
North America,White-tailed Hawk,Geranoaetus albicaudatus
North America,Variable Hawk,Geranoaetus polyosoma
North America,White Hawk,Pseudastur albicollis
North America,Semiplumbeous Hawk,Leucopternis semiplumbeus
North America,Bermuda Hawk,Bermuteo avivorus
North America,Gray Hawk,Buteo plagiatus
North America,Gray-lined Hawk,Buteo nitidus
North America,Red-shouldered Hawk,Buteo lineatus
North America,Ridgway's Hawk,Buteo ridgwayi
North America,Broad-winged Hawk,Buteo platypterus
North America,Hawaiian Hawk,Buteo solitarius
North America,Short-tailed Hawk,Buteo brachyurus
North America,Swainson's Hawk,Buteo swainsoni
North America,Zone-tailed Hawk,Buteo albonotatus
North America,Red-tailed Hawk,Buteo jamaicensis
North America,Rough-legged Hawk,Buteo lagopus
North America,Ferruginous Hawk,Buteo regalis
North America,Long-legged Buzzard,Buteo rufinus
